OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
3067,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3031,White,Female,41,8,18-078,2018-10-07T06:42:00Z
3068,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3031,White,Female,41,8,18-078,2018-10-07T06:42:00Z
3069,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3031,White,Female,41,8,18-078,2018-10-07T06:42:00Z
3070,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3033,Black,Male,44,9,18-078,2018-10-07T06:42:00Z
3071,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Use of Force,Officers shall not mistreat persons who are in thier custody,Not Sustained,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3033,Black,Male,44,9,18-078,2018-10-07T06:42:00Z
3072,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3519,White,Male,28,2,18-078,2018-10-07T06:42:00Z
3073,31758,Citizen Complaint,Traffic Stop,CPCO (Formal),2018-10-07,2018,10,7,02:42:00:000,2,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,1936,Sharon,Avenue,NA,Indianapolis,18675,Black,Male,25,3519,White,Male,28,2,18-078,2018-10-07T06:42:00Z
3074,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Neglect of Duty,Failure to take prompt action when observing wrongful/negligent behavior,Unfounded,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,37,White,Female,52,18,18-061,2018-06-06T10:52:00Z
3075,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Unfounded,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,37,White,Female,52,18,18-061,2018-06-06T10:52:00Z
3076,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Prisoner Handling/Trans.,Mistreatment of person in custody,Unreported,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3077,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Unreported,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3078,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Neglect of Duty,Failure to secure property,Unreported,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3079,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Unfounded,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3080,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Unfounded,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3081,31760,Citizen Complaint,Warrant Service,CPCO (Formal),2018-06-06,2018,6,6,06:52:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Unfounded,Incident Location,600,Arbor,Avenue,NA,Indianapolis,18676,Black,Male,45,326,White,Male,50,28,18-061,2018-06-06T10:52:00Z
3082,31777,Citizen Complaint,Unreported,CPCO (Formal),2018-07-30,2018,7,30,12:00:00:000,12,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,7627,Silver Moon,Way,NA,Indianapolis,18682,Black,Male,55,112,Black,Female,50,15,18-060,2018-07-30T16:00:00Z
3083,31778,Citizen Complaint,Unreported,CPCO (Formal),2018-08-09,2018,8,9,15:57:00:000,15,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Not Sustained,Incident Location,NA,Bauman,Street,N,Indianapolis,18686,White,Female,121,3564,White,Male,32,1,18-065,2018-08-09T19:57:00Z
3084,31778,Citizen Complaint,Unreported,CPCO (Formal),2018-08-09,2018,8,9,15:57:00:000,15,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Unreported,Unreported,Not Sustained,Incident Location,NA,Bauman,Street,N,Indianapolis,18686,White,Female,121,3564,White,Male,32,1,18-065,2018-08-09T19:57:00Z
3085,31778,Citizen Complaint,Unreported,CPCO (Formal),2018-08-09,2018,8,9,15:57:00:000,15,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Substandard Performance,Members shall conform to established work standards to their rank/position.,Not Sustained,Incident Location,NA,Bauman,Street,N,Indianapolis,18686,White,Female,121,3564,White,Male,32,1,18-065,2018-08-09T19:57:00Z
3086,31784,Citizen Complaint,Unreported,CPCO (Formal),2018-07-19,2018,7,19,14:57:00:000,14,OPERATIONS DIVISION,SOUTHWEST DISTRICT,NEIGHBORHOOD IMPACT,VICE/NARCOTICS,Use of Force,Members shall not use more force than reasonably necessary,Unfounded,Incident Location,7034,Chimney Rock,Court,NA,Indianapolis,18694,White,Female,54,2932,Black,Male,33,8,18-062,2018-07-19T18:57:00Z
3087,31745,Citizen Complaint,Unreported,CPCO (Formal),2018-06-30,2018,6,30,02:07:00:000,2,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,247,Meridian,Street,S,Indianapolis,18667,Black,Male,27,3012,White,Male,33,8,18-045,2018-06-30T06:07:00Z
3088,31745,Citizen Complaint,Unreported,CPCO (Formal),2018-06-30,2018,6,30,02:07:00:000,2,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Use of Force,Officers shall not mistreat persons who are in thier custody,Not Sustained,Incident Location,247,Meridian,Street,S,Indianapolis,18667,Black,Male,27,3012,White,Male,33,8,18-045,2018-06-30T06:07:00Z
3089,31745,Citizen Complaint,Unreported,CPCO (Formal),2018-06-30,2018,6,30,02:07:00:000,2,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Unreported,Unreported,Exonerated,Incident Location,247,Meridian,Street,S,Indianapolis,18667,Black,Male,27,3012,White,Male,33,8,18-045,2018-06-30T06:07:00Z
3090,31745,Citizen Complaint,Unreported,CPCO (Formal),2018-06-30,2018,6,30,02:07:00:000,2,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,247,Meridian,Street,S,Indianapolis,18667,Black,Male,27,1361,White,Male,40,16,18-045,2018-06-30T06:07:00Z
3091,31745,Citizen Complaint,Unreported,CPCO (Formal),2018-06-30,2018,6,30,02:07:00:000,2,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,247,Meridian,Street,S,Indianapolis,18667,Black,Male,27,1361,White,Male,40,16,18-045,2018-06-30T06:07:00Z
3092,31792,Citizen Complaint,Unreported,CPCO (Formal),2018-07-13,2018,7,13,22:06:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE MIDDLE SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1701,Euclid,Avenue,N,Indianapolis,18697,White,Male,37,2450,White,Male,47,11,18-064,2018-07-14T02:06:00Z
3093,31792,Citizen Complaint,Unreported,CPCO (Formal),2018-07-13,2018,7,13,22:06:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE MIDDLE SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,1701,Euclid,Avenue,N,Indianapolis,18697,White,Male,37,2450,White,Male,47,11,18-064,2018-07-14T02:06:00Z
3094,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3442,White,Male,33,2,18-068,2018-08-25T03:00:00Z
3095,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3442,White,Male,33,2,18-068,2018-08-25T03:00:00Z
3096,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3442,White,Male,33,2,18-068,2018-08-25T03:00:00Z
3097,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3442,White,Male,33,2,18-068,2018-08-25T03:00:00Z
3098,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3232,White,Female,35,4,18-068,2018-08-25T03:00:00Z
3099,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3232,White,Female,35,4,18-068,2018-08-25T03:00:00Z
3100,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3232,White,Female,35,4,18-068,2018-08-25T03:00:00Z
3101,31831,Citizen Complaint,Arrest,CPCO (Formal),2018-08-24,2018,8,24,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,5737,21St,Street,E,Indianapolis,18718,Black,Male,28,3232,White,Female,35,4,18-068,2018-08-25T03:00:00Z
3102,31836,Citizen Complaint,Unreported,CPCO (Formal),2018-09-20,2018,9,20,23:33:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,1100,Parker,Avenue,NA,Indianapolis,18719,Black,Male,47,3467,White,Male,29,2,18-066,2018-09-21T03:33:00Z
3103,31836,Citizen Complaint,Unreported,CPCO (Formal),2018-09-20,2018,9,20,23:33:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,1100,Parker,Avenue,NA,Indianapolis,18719,Black,Male,47,3379,White,Male,31,3,18-066,2018-09-21T03:33:00Z
3104,31836,Citizen Complaint,Unreported,CPCO (Formal),2018-09-20,2018,9,20,23:33:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1100,Parker,Avenue,NA,Indianapolis,18719,Black,Male,47,1376,White,Male,41,16,18-066,2018-09-21T03:33:00Z
3105,31836,Citizen Complaint,Unreported,CPCO (Formal),2018-09-20,2018,9,20,23:33:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,1100,Parker,Avenue,NA,Indianapolis,18719,Black,Male,47,1376,White,Male,41,16,18-066,2018-09-21T03:33:00Z
3106,31876,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-12,2018,9,12,20:15:00:000,20,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,Unreported,Unreported,Exonerated,Incident Location,7410,21st,Street,E,Indianapolis,18094,Unreported,Female,36,1810,Other,Male,36,12,18-744,2018-09-13T00:15:00Z
3107,31877,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-09-13,2018,9,13,16:32:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,Prisoner Handling/Trans.,Mistreatment of person in custody,Unfounded,Incident Location,3409,High School,Road,NA,Indianapolis,18736,Black,Male,18,2485,White,Male,35,11,18-745,2018-09-13T20:32:00Z
3108,31877,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-09-13,2018,9,13,16:32:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,Citizen Interaction,Intimidation/improper display of police authority,Not Sustained,Incident Location,3409,High School,Road,NA,Indianapolis,18736,Black,Male,18,2485,White,Male,35,11,18-745,2018-09-13T20:32:00Z
3109,31878,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-14,2018,9,14,17:01:00:000,17,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,318,Greenlee,Drive,NA,Indianapolis,18738,Unreported,Female,121,2721,White,Male,40,11,18-746,2018-09-14T21:01:00Z
3110,31878,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-14,2018,9,14,17:01:00:000,17,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,318,Greenlee,Drive,NA,Indianapolis,18738,Unreported,Female,121,2721,White,Male,40,11,18-746,2018-09-14T21:01:00Z
3111,31879,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-15,2018,9,15,23:56:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,Unreported,Neglect of Duty,Failure to request a supervisor when a citizen desires to make a complaint,Unfounded,Incident Location,1114,Tibbs,Avenue,N,Indianapolis,16803,White,Male,45,3470,White,Male,31,2,18-747,2018-09-16T03:56:00Z
3112,31879,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-15,2018,9,15,23:56:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,Unreported,Neglect of Duty,Failure to request a supervisor when a citizen desires to make a complaint,Unfounded,Incident Location,1114,Tibbs,Avenue,N,Indianapolis,16803,White,Male,45,3503,Black,Female,29,2,18-747,2018-09-16T03:56:00Z
3113,31880,Citizen Complaint,Call For Service,CPCO (Informal),2017-12-21,2017,12,21,20:33:00:000,20,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Unreported,Unreported,Exonerated,Incident Location,2901,Falcon,Drive,NA,Indianapolis,18739,White,Male,49,3365,White,Female,30,3,18-748,2017-12-22T01:33:00Z
3114,31880,Citizen Complaint,Call For Service,CPCO (Informal),2017-12-21,2017,12,21,20:33:00:000,20,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,2901,Falcon,Drive,NA,Indianapolis,18739,White,Male,49,3365,White,Female,30,3,18-748,2017-12-22T01:33:00Z
3115,31881,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-09-20,2018,9,20,12:45:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,18740,White,Male,49,2352,White,Male,46,16,18-749,2018-09-20T16:45:00Z
3116,31882,Citizen Complaint,Not Applicable,CPCO (Informal),2018-09-21,2018,9,21,09:00:00:000,9,RESERVES,PATROL - AI,Unreported,Unreported,Unreported,Unreported,Not Sustained,Incident Location,NA,College @ 46th,Street,N,Indianapolis,18741,Unreported,Male,121,2927,Black,Male,53,18,18-750,2018-09-21T13:00:00Z
3117,31883,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-22,2018,9,22,18:07:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,4258,Carrollton,Avenue,NA,Indianapolis,18742,Unreported,Female,121,3283,White,Male,28,4,18-751,2018-09-22T22:07:00Z
3118,31885,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-23,2018,9,23,07:18:00:000,7,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1930,Talbott,NA,N,Indianapolis,18743,Unreported,Male,121,1396,White,Male,46,17,18-752,2018-09-23T11:18:00Z
3119,31908,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-23,2018,9,23,04:30:00:000,4,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,4910,Pembridge,Drive,NA,Indianapolis,18755,Black,Male,121,2205,Black,Male,47,15,18-753,2018-09-23T08:30:00Z
3120,31908,Citizen Complaint,Call For Service,CPCO (Informal),2018-09-23,2018,9,23,04:30:00:000,4,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Unfounded,Incident Location,4910,Pembridge,Drive,NA,Indianapolis,18755,Black,Male,121,2205,Black,Male,47,15,18-753,2018-09-23T08:30:00Z
3121,31916,Citizen Complaint,Not Applicable,CPCO (Informal),2018-09-27,2018,9,27,06:35:00:000,6,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Unreported,Unreported,Unreported,Incident Location,100,Senate,Ave,N,Indianapolis,18760,Unreported,Unreported,121,3203,White,Male,32,4,18-756,2018-09-27T10:35:00Z
3122,31915,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-09-24,2018,9,24,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Unreported,Unreported,Unfounded,Incident Location,3200,Lafayette,Road,S,Indianapolis,18759,Asian,Female,21,3071,White,Male,39,6,18-755,2018-09-25T02:45:00Z
3123,31915,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-09-24,2018,9,24,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3200,Lafayette,Road,S,Indianapolis,18759,Asian,Female,21,3071,White,Male,39,6,18-755,2018-09-25T02:45:00Z
3124,31917,Citizen Complaint,Call For Service,CPCO (Informal),2018-10-07,2018,10,7,16:15:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Unreported,Unreported,Not Sustained,Incident Location,15,Webster,NA,S,Indianapolis,18761,Black,Female,55,3630,White,Male,29,1,18-757,2018-10-07T20:15:00Z
3125,31918,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-07-19,2018,7,19,11:59:00:000,11,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,2199,Harding,Street,S,Indianapolis,18762,Unreported,Male,24,3212,Black,Male,32,4,18-758,2018-07-19T15:59:00Z
