OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
1078,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3789,Black,Female,,2160,White,Male,42,16,15-026
1079,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3789,Black,Female,,2160,White,Male,42,16,15-026
1080,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-026
1081,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-026
1082,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-026
1083,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,235,Meridian,Street,S,Indianapolis,4005,Black,Female,32,2160,White,Male,42,16,15-646
1084,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,4005,Black,Female,32,2160,White,Male,42,16,15-646
1085,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,4005,Black,Female,32,2160,White,Male,42,16,15-646
1086,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,235,Meridian,Street,S,Indianapolis,3789,Black,Female,,2160,White,Male,42,16,15-646
1087,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3789,Black,Female,,2160,White,Male,42,16,15-646
1088,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3789,Black,Female,,2160,White,Male,42,16,15-646
1089,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-646
1090,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-646
1091,8474,Citizen Complaint,Arrest,CPCO (Formal),2015-04-12,01:30:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE TACT FOOT AND BICYCLE,,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,235,Meridian,Street,S,Indianapolis,3987,Black,Male,24,2160,White,Male,42,16,15-646
1092,8621,Citizen Complaint,Investigation,CPCO (Informal),2014-03-06,09:00:00:000,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,,Supv. Responsibilities,Failure to perform supervisory responsibility,Exonerated,Incident Location,4134,Keystone,Avenue,N,Indianapolis,4114,White,Male,,2292,White,Male,60,38,15-667
1093,8622,Citizen Complaint,Investigation,CPCO (Informal),2012-07-23,15:00:00:000,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,CHILD ABUSE UNIT,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,4134,Keystone,Avenue,N,Indianapolis,4114,White,Male,,879,White,Male,50,26,15-668
1094,8827,Citizen Complaint,Call For Service,CPCO (Formal),2015-04-22,17:15:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,8314,Glenwillow,Lane,,Indianapolis,4249,Black,Female,34,1498,White,Male,36,12,15-050
1095,8827,Citizen Complaint,Call For Service,CPCO (Formal),2015-04-22,17:15:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Bias-Based Profiling,Race,Unfounded,Incident Location,8314,Glenwillow,Lane,,Indianapolis,4249,Black,Female,34,1498,White,Male,36,12,15-050
1096,8836,Citizen Complaint,Arrest,CPCO (Formal),2015-04-06,23:11:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3828,Morris,Street,W,Indianapolis,4255,White,Male,31,587,White,Male,45,18,15-029
1097,8836,Citizen Complaint,Arrest,CPCO (Formal),2015-04-06,23:11:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,,Use of Force,Unreasonable Force (Other),Not Sustained,Incident Location,3828,Morris,Street,W,Indianapolis,4255,White,Male,31,587,White,Male,45,18,15-029
1098,8836,Citizen Complaint,Arrest,CPCO (Formal),2015-04-06,23:11:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,3828,Morris,Street,W,Indianapolis,4255,White,Male,31,587,White,Male,45,18,15-029
1099,8522,Citizen Complaint,Call For Service,CPCO (Formal),2015-05-09,23:37:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3100,16th,Street,W,Indianapolis,4024,Hispanic,Female,20,1456,White,Female,49,14,15-027
1100,8522,Citizen Complaint,Call For Service,CPCO (Formal),2015-05-09,23:37:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,,Bias-Based Profiling,National Origin,Exonerated,Incident Location,3100,16th,Street,W,Indianapolis,4024,Hispanic,Female,20,1456,White,Female,49,14,15-027
1101,9038,Citizen Complaint,Arrest,CPCO (Formal),2015-05-29,22:36:00:000,Operations Division,Southwest District,SW Late Shift,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,519,Concord,Street,,Indianapolis,4368,White,Male,45,1253,White,Male,42,17,15-034
1102,9039,Citizen Complaint,Traffic Stop,CPCO (Formal),2015-06-15,18:19:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,6900,Rockville ,Road,,Indianapolis,4371,Black,Female,27,2182,White,Male,48,13,15-036
1103,9047,Citizen Complaint,Investigation,CPCO (Formal),2015-06-16,16:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,3415,25th ,Street,E,Indianapolis,4389,Black,Female,60,2530,White,Male,35,7,15-037
1104,9060,Citizen Complaint,Traffic Stop,CPCO (Formal),2015-06-19,11:30:00:000,Criminal Investigation Division,COVERT INVESTIGATIONS,Criminal Interdiction Section,Criminal Interdiction Unit,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,4200,Emerson,Avenue,N,Indianapolis,4403,Black,Male,26,2678,White,Male,46,20,15-038
1105,9060,Citizen Complaint,Traffic Stop,CPCO (Formal),2015-06-19,11:30:00:000,Criminal Investigation Division,COVERT INVESTIGATIONS,Criminal Interdiction Section,Criminal Interdiction Unit,Search/Seizure,Improper warantless search,Unfounded,Incident Location,4200,Emerson,Avenue,N,Indianapolis,4403,Black,Male,26,2678,White,Male,46,20,15-038
1106,9060,Citizen Complaint,Traffic Stop,CPCO (Formal),2015-06-19,11:30:00:000,Criminal Investigation Division,COVERT INVESTIGATIONS,Criminal Interdiction Section,Criminal Interdiction Unit,Search/Seizure,Improper warantless search,Exonerated,Incident Location,4200,Emerson,Avenue,N,Indianapolis,4403,Black,Male,26,2678,White,Male,46,20,15-038
1107,9148,Citizen Complaint,Call For Service,CPCO (Formal),2015-06-22,23:33:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1545,Ringgold,Avenue,,Indianapolis,4452,White,Male,61,1146,Black,Male,64,39,15-039
1108,8902,Citizen Complaint,Call For Service,CPCO (Formal),2015-06-08,18:22:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,1700,Aqueduct,Street,,Indianapolis,4290,White,Male,25,2256,White,Male,35,13,15-031
1109,8903,Citizen Complaint,Call For Service,CPCO (Formal),2015-06-14,14:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,3221,86th ,Street,W,Indianapolis,4290,White,Male,25,2943,White,Male,35,5,15-032
1110,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3254,White,Male,27,1,15-041
1111,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Search/Seizure,Failure to have prisoner searched by officer of the opposite sex,Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3254,White,Male,27,1,15-041
1112,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Substandard Performance,Act or ommission contrary to the obectives of the department,Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3254,White,Male,27,1,15-041
1113,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Law,Theft,Not Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3254,White,Male,27,1,15-041
1114,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3293,Hispanic,Male,26,,15-041
1115,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Substandard Performance,Act or ommission contrary to the obectives of the department,Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3293,Hispanic,Male,26,,15-041
1116,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Law,Theft,Not Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3293,Hispanic,Male,26,,15-041
1117,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3113,White,Male,35,7,15-041
1118,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Info. Security/Access,"Unauthorized dissimenation of official business, records or data of the department",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,3113,White,Male,35,7,15-041
1119,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,828,White,Male,36,13,15-041
1120,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,828,White,Male,36,13,15-041
1121,9181,Citizen Complaint,Arrest,CPCO (Formal),2015-06-17,03:00:00:000,Operations Division,Northwest District,NW Late Shift,10TH RECRUIT CLASS,Info. Security/Access,"Unauthorized dissimenation of official business, records or data of the department",Sustained,Incident Location,4050,38th,Street,E,Indianapolis,4487,Black,Female,34,828,White,Male,36,13,15-041
1122,9146,Citizen Complaint,Investigation,CPCO (Informal),2015-06-29,09:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Unfounded,Incident Location,2800,New York,Street,E,Indianapolis,4449,Black,Female,43,2556,Hispanic,Male,29,7,15-693
1123,9146,Citizen Complaint,Investigation,CPCO (Informal),2015-06-29,09:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Unfounded,Incident Location,2800,New York,Street,E,Indianapolis,4449,Black,Female,43,2556,Hispanic,Male,29,7,15-693
1124,9146,Citizen Complaint,Investigation,CPCO (Informal),2015-06-29,09:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Unfounded,Incident Location,2800,New York,Street,E,Indianapolis,4449,Black,Female,43,2556,Hispanic,Male,29,7,15-693
1125,9119,Citizen Complaint,Investigation,CPCO (Informal),2015-06-30,03:30:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,2800,New York ,Street,E,Indianapolis,4437,Unknown,Female,,1307,White,Male,52,28,15-691
1126,9177,Citizen Complaint,Investigation,CPCO (Informal),2015-06-22,15:00:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,201 ,Shadeland,Avenue,N,Indianapolis,4486,Black,Male,47,2644,White,Male,39,15,15-694
1127,8457,Citizen Complaint,Call For Service,CPCO (Informal),2015-05-13,16:15:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY TACTICAL SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,6824,New Jersey,Street,S,Indianapolis,3988,White,Female,75,830,White,Male,42,18,15-659
1128,8549,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015-05-13,17:45:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,6240,Zionsville,Road,,Indianapolis,4044,Unknown,Female,,1075,White,Male,54,32,15-660
1129,8504,Citizen Complaint,Call For Service,CPCO (Informal),2015-05-15,21:04:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,815,Orange ,Street,,Indianapolis,4010,White,Female,39,2377,White,Male,35,10,15-661
1130,8523,Citizen Complaint,Arrest,CPCO (Informal),2013-05-03,15:19:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,ED DAY SHIFT 2ND RC,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,10256,John Jay ,Drive,,Indianapolis,4025,Black,Male,56,3056,Black,Male,32,3,15-662
1131,8523,Citizen Complaint,Arrest,CPCO (Informal),2013-05-03,15:19:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,ED DAY SHIFT 2ND RC,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Not Sustained,Incident Location,10256,John Jay ,Drive,,Indianapolis,4025,Black,Male,56,3056,Black,Male,32,3,15-662
1132,8523,Citizen Complaint,Arrest,CPCO (Informal),2013-05-03,15:19:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,ED DAY SHIFT 2ND RC,Detention/Arrest,No PC/suspicion for arrest/detention,Exonerated,Incident Location,10256,John Jay ,Drive,,Indianapolis,4025,Black,Male,56,3056,Black,Male,32,3,15-662
1133,8523,Citizen Complaint,Arrest,CPCO (Informal),2013-05-03,15:19:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,ED DAY SHIFT 2ND RC,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,10256,John Jay ,Drive,,Indianapolis,4025,Black,Male,56,885,White,Male,48,19,15-662
1134,8523,Citizen Complaint,Arrest,CPCO (Informal),2013-05-03,15:19:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,ED DAY SHIFT 2ND RC,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Unfounded,Incident Location,10256,John Jay ,Drive,,Indianapolis,4025,Black,Male,56,2918,White,Male,37,5,15-662
1135,8548,Citizen Complaint,Traffic Stop,CPCO (Informal),2015-05-12,17:10:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Georgia,Street,E,Indianapolis,4043,White,Male,24,1408,Black,Female,45,13,15-664
1136,8548,Citizen Complaint,Traffic Stop,CPCO (Informal),2015-05-12,17:10:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,100,Georgia,Street,E,Indianapolis,4043,White,Male,24,1408,Black,Female,45,13,15-664
1137,8553,Citizen Complaint,Traffic Stop,CPCO (Informal),2015-05-02,18:25:00:000,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,GRAND JURY SECTION,PROSECUTOR LIAISON UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,5600,Interstate 465 South(51MM),,E,Indianapolis,4045,White,Male,,2167,White,Male,42,17,15-665
1138,8571,Citizen Complaint,Traffic Stop,CPCO (Informal),2015-05-22,04:12:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,10980,Gathering,Drive,,Indianapolis,4062,White,Female,43,1993,White,Male,43,11,15-666
1139,8665,Citizen Complaint,Not Applicable,CPCO (Informal),2015-05-28,16:00:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - DAY,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,3826,Ferguson,Road,,Indianapolis,4133,White,Male,43,475,White,Male,49,26,15-669
