INCNUM,OFF_NUM,UOF_FORCE_TYPE,UOF_REASON,CIT_ARRESTED,CITCHARGE_TYPE,DISPOSITION,CIT_WEAPON_TYPE,OFF_SEX,CIT_SEX,OFF_RACE,OFF_AGE,CIT_AGE,YMD_TM,OBJECTID,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,FULL_ADD,SERVICE_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_COND_TYPE,OFF_YR_EMPLOY,OFF_COND_TYPE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,lon,lat
39816,364,PHYSICAL-OTHER,RESISTING ARREST,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,48,26,2019-08-17T10:15:00Z,7550,2019-08-17,10:15:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,18TH RECRUIT CLASS,"2801 W 30TH STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,4634,BLACK,NO INJURIES NOTED OR VISIBLE,17,UNREPORTED,Sat,10,3,2019,-86.20749119999999,39.8094836
45346,3246,PHYSICAL-TAKE DOWN,COMBATIVE SUSPECT,YES,POSSESSION OF METHAMPHETAMINE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-02-15T20:40:00Z,7911,2020-02-15,20:40:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"2800 W WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,4483,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,20,1,2020,-86.2066227,39.7656886
47490,2985,LESS LETHAL-TASER,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-05-24T11:35:00Z,8093,2020-05-24,11:35:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,"5060 E 38TH STREET, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,NO,YES,NO,NO,4162,BLACK,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Sun,11,2,2020,-86.0842182,39.8258169
43658,3003,PHYSICAL-FIST STRIKE,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,36,2019-12-22T21:55:00Z,8154,2019-12-22,21:55:00,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,SEX OFFENSE SECTION,SEX OFFENSE UNIT,"10735   PENDLETON PIKE NA, LAWRENCE, IN",ARREST,NO,NO,NO,NO,4758,WHITE,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Sun,21,4,2019,-85.97593239999999,39.858206
53150,3553,LESS LETHAL-BEAN BAG,NON-COMPLIANT,NO,UNREPORTED,UNREPORTED,UNREPORTED,MALE,UNREPORTED,WHITE,999999,999999,2020-11-26T19:56:00Z,8691,2020-11-26,19:56:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3914   BYRAM AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,4790,UNREPORTED,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Thu,19,4,2020,-86.1695927,39.8274756
53116,3844,PHYSICAL-WEIGHT LEVERAGE,ASSAULTING OFFICER(S),YES,BATTERY (F),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-12-03T15:30:00Z,9015,2020-12-03,15:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"1415 S ALABAMA STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,YES,NO,4582,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,COMPLAINT OF PAIN,Thu,15,4,2020,-86.1519448,39.74767110000001
44807,3704,PHYSICAL-WEIGHT LEVERAGE,FLEEING,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,36,2020-01-30T23:00:00Z,9210,2020-01-30,23:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"100 N ARLINTON AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,5517,WHITE,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Thu,23,1,2020,-86.0641294,39.7732597
51861,209,LETHAL-HANDGUN,NON-COMPLIANT,NO,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,21,2020-10-30T13:30:00Z,9883,2020-10-30,13:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"406 N EASTERN AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,5683,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,13,4,2020,-86.11744379999999,39.78044560000001
52372,2743,LETHAL-HANDGUN,NON-COMPLIANT,YES,POSSESSION OF A HANDGUN (F),UNREPORTED,UNREPORTED,MALE,MALE,HISPANIC,999999,37,2020-11-10T19:05:00Z,10312,2020-11-10,19:05:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,"1000 W COSSNELL STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,6017,WHITE,UNREPORTED,999999,UNREPORTED,Tue,19,4,2020,-86.1411899,39.7921888
52291,3414,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,RESISTING LAW ENFORCEMENT (F),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-11-10T19:00:00Z,10462,2020-11-10,19:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"5000 W 10TH STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,6017,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,19,4,2020,-86.2441351,39.7800617
52096,3841,PHYSICAL-OTHER,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,62,2020-11-04T09:15:00Z,10590,2020-11-04,09:15:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"4120   SHORE DRIVE, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,5987,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,9,4,2020,-86.2799185,39.8287679
52029,1805,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,62,2020-11-04T09:30:00Z,10592,2020-11-04,09:30:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT,"4102   SHORE DRIVE, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,NO,YES,NO,NO,5987,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,9,4,2020,-86.2806461,39.8293733
49703,1812,LESS LETHAL-TASER,ASSAULTING CITIZEN(S),NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,49,2020-08-18T11:57:00Z,10658,2020-08-18,11:57:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT DAY TACT FOOT AND BICYCLE,UNREPORTED,"222 E MARKET STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,NO,NO,5441,BLACK,UNREPORTED,999999,UNREPORTED,Tue,11,3,2020,-86.153515,39.7686835
45604,3316,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,NO,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,42,2020-02-23T19:53:00Z,11283,2020-02-23,19:53:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"1202 E WASHINGTON STREET, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,YES,NO,NO,NO,5718,WHITE,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Sun,19,1,2020,-86.13777040000001,39.7671975
44961,3527,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-02-03T21:35:00Z,11324,2020-02-03,21:35:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"2813 N MANLOVE AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,6428,BLACK,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Mon,21,1,2020,-86.1272911,39.807524
52006,3813,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,BURGLARY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,40,2020-11-03T19:04:00Z,11632,2020-11-03,19:04:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"320   EVANS STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,5497,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,19,4,2020,-86.20824739999999,39.7714164
45740,576,PHYSICAL-WEIGHT LEVERAGE,ASSAULTING OFFICER(S),YES,OPERATING A VEHICLE WHILE INTOXICATED (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,32,2020-02-27T20:10:00Z,12101,2020-02-27,20:10:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,"720   ESKENAZI AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,6794,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,20,1,2020,-86.1837364,39.7775523
46633,3209,PHYSICAL-WEIGHT LEVERAGE,COMBATIVE SUSPECT,YES,DOMESTIC BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,36,2020-04-09T11:32:00Z,12154,2020-04-09,11:32:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIME GUN INTELLIGENCE CENTER,CGIC SQUAD 2,"2400 W ARLINGTON COURT, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,6844,BLACK,COMPLAINT OF PAIN,999999,SWELLING,Thu,11,2,2020,-86.0655336,39.8011479
44291,3967,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,39,2020-01-18T14:26:00Z,12449,2020-01-18,14:26:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"120 E WALNUT STREET, INDIANAPOLIS, IN",ARREST,NO,NO,YES,NO,6040,BLACK,MINOR SCRAPES,999999,MINOR SCRAPES,Sat,14,1,2020,-86.1546655,39.7771898
45769,3919,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-02-29T15:17:00Z,12487,2020-02-29,15:17:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"5800   BOLTON COURT, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,6107,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,15,1,2020,-86.067853,39.7861363
53026,3921,UNREPORTED,NON-COMPLIANT,YES,CRIMINAL TRESPASS,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,28,2020-11-30T14:08:00Z,12602,2020-11-30,14:08:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"2851 N SHADELAND AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,6107,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,14,4,2020,-86.04439599999999,39.8085696
51232,3845,PHYSICAL-HANDCUFFING,FLEEING,YES,DOMESTIC BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,18,2020-10-06T17:30:00Z,12603,2020-10-06,17:30:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3140   GRACELAND AVENUE, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,6122,BLACK,MINOR SCRAPES,999999,UNREPORTED,Tue,17,4,2020,-86.162876,39.8125585
45208,3462,PHYSICAL-FIST STRIKE,FLEEING,YES,POSSESSION OF A HANDGUN (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-02-10T23:30:00Z,12717,2020-02-10,23:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"1331   BOLTON COURT, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,7371,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,23,1,2020,-86.0675887,39.7864205
53216,3284,PHYSICAL-TAKE DOWN,FLEEING,YES,THEFT/RECEIVING STOLEN PROPERTY,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-12-07T16:15:00Z,12723,2020-12-07,16:15:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"3808 E WASHINGTON STREET, INDIANAPOLIS, IN",INVESTIGATION,NO,NO,YES,NO,6313,BLACK,NO INJURIES NOTED OR VISIBLE,999999,MINOR SCRAPES,Mon,16,4,2020,-86.1016109,39.769568
50275,3465,PHYSICAL-WEIGHT LEVERAGE,COMBATIVE SUSPECT,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,23,2020-08-28T20:57:00Z,12857,2020-08-28,20:57:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"3406 N CAPTIOL AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,YES,NO,6588,BLACK,COMPLAINT OF PAIN,999999,UNREPORTED,Fri,20,3,2020,-86.16186,39.817669
43764,3777,PHYSICAL-HANDCUFFING,ASSAULTING OFFICER(S),YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,23,2020-01-01T04:15:00Z,13466,2020-01-01,04:15:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"4124   ABIGAIL WAY, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,YES,NO,7732,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,MINOR SCRAPES,Wed,4,1,2020,-86.0325737,39.7082841
52059,293,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,21,2020-11-02T10:30:00Z,13511,2020-11-02,10:30:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND AGG ASSAULT,HOMICIDE SECTION (LATE),HOMICIDE UNIT (LATE),"335   COUNTRY LANE, PLAINFIELD, IN",SEARCH WARRANT,NO,NO,NO,NO,6456,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,10,4,2020,-86.3652619,39.710437400000004
52939,3704,LETHAL-HANDGUN,FLEEING,YES,BATTERY (F),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,47,2020-11-27T19:19:00Z,13661,2020-11-27,19:19:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"6020 E 82ND STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,7421,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,19,4,2020,-86.06538619999999,39.9092285
50046,3870,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,19,2020-08-24T17:25:00Z,13745,2020-08-24,17:25:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"3800 N KENWOOD AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,6872,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,17,3,2020,-86.1603939,39.8250824
47048,2491,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,HISPANIC,999999,46,2020-05-01T11:23:00Z,14001,2020-05-01,11:23:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,DAY SHIFT 2ND RC,"2324 E 30TH STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,7015,BLACK,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Fri,11,2,2020,-86.1220916,39.8110199
47978,3564,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,24,2020-06-12T17:25:00Z,14359,2020-06-12,17:25:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"4482 W ROSEWOOD COMMONS COURT, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,7839,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,17,2,2020,-86.2376176,39.8515612
53215,3647,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,ESCAPE,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,28,2020-12-07T04:56:00Z,14506,2020-12-07,04:56:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"4826 W 34TH STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,6874,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,4,4,2020,-86.24128139999999,39.8169418
48314,3404,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-06-30T05:00:00Z,14635,2020-06-30,05:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"5316 W SOUTHERN AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,6534,WHITE,MINOR SCRAPES,999999,UNREPORTED,Tue,5,2,2020,-86.2513333,39.72898199999999
39656,1985,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,POSSESSION OF COCAINE (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,38,32,2019-08-13T03:30:00Z,14849,2019-08-13,03:30:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"350 S ILLINOIS STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,7438,BLACK,NO INJURIES NOTED OR VISIBLE,16,NO INJURIES NOTED OR VISIBLE,Tue,3,3,2019,-86.16051399999999,39.7618099
46312,3953,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,42,2020-03-22T15:19:00Z,14985,2020-03-22,15:19:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,19TH RECRUIT CLASS,"821 N TACOMA AVENUE, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,6615,BLACK,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Sun,15,1,2020,-86.1197734,39.77843230000001
47380,3679,PHYSICAL-KNEE STRIKE,RESISTING ARREST,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,28,2020-05-18T01:00:00Z,15299,2020-05-18,01:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"2202 N HARBOR DRIVE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,7091,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,1,2,2020,-85.99533799999999,39.80011500000001
43817,1728,PHYSICAL-JOINT/PRESSURE,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,61,2020-01-03T11:00:00Z,15359,2020-01-03,11:00:00,CRIMINAL INVESTIGATION DIVISION,BEHAVIORAL HEALTH SERVICES,BEHAVIORAL HEALTH SERVICES,MCAT,"2030 E NEW YORK STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,7270,WHITE,UNREPORTED,999999,UNREPORTED,Fri,11,1,2020,-86.1273846,39.7711118
45112,1457,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,27,2020-02-07T03:00:00Z,15421,2020-02-07,03:00:00,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,"231 S MERIDIAN STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,8159,BLACK,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Fri,3,1,2020,-86.1577088,39.763457
44484,3465,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,32,2020-01-23T15:00:00Z,15486,2020-01-23,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"121 E PENWAY STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,7493,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,15,1,2020,-86.1534952,39.8217651
39261,2997,LESS LETHAL-BEAN BAG,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,32,58,2019-07-31T02:26:00Z,15532,2019-07-31,02:26:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,SWAT SECTION,SWAT UNIT,"100 N SENATE Ave, INDIANAPOLIS, IN",TRAFFIC STOP,YES,YES,NO,NO,6618,WHITE,SWELLING,9,UNREPORTED,Wed,2,3,2019,-86.1656383,39.7684005
49332,1124,LESS LETHAL-TASER,RESISTING ARREST,YES,PUBLIC INDECENCY,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,32,2020-08-06T11:15:00Z,15585,2020-08-06,11:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,DAY SHIFT 2ND RC,"2300 E 34TH STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,7493,BLACK,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Thu,11,3,2020,-86.1228665,39.8180874
47990,3704,LESS LETHAL-BEAN BAG,NON-COMPLIANT,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,32,2020-06-13T00:26:00Z,15587,2020-06-13,00:26:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"2200 N BOSART AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,7493,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,0,2,2020,-86.0904821,39.7988694
44239,3048,PHYSICAL-KICK,COMBATIVE SUSPECT,YES,CRIMINAL TRESPASS,IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,34,2020-01-16T20:15:00Z,15638,2020-01-16,20:15:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3435   SUTHERLAND AVENUE, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,7544,BLACK,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Thu,20,1,2020,-86.1335986,39.819058
53135,3442,PHYSICAL-LEG SWEEP,FLEEING,YES,SHOPLIFTING - THEFT,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,50,2020-12-04T13:00:00Z,15705,2020-12-04,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"2225 N POST ROAD, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,6698,BLACK,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Fri,13,4,2020,-86.0070239,39.7986752
47694,3250,LESS LETHAL-CS FOGGER,ASSAULTING OFFICER(S),NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-05-30T00:13:00Z,16580,2020-05-30,00:13:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"50 N CAPITOL AVENUE, INDIANAPOLIS, IN",ERG INCIDENT,NO,NO,NO,NO,7976,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,0,2,2020,-86.1616993,39.7681745
47672,2964,LESS LETHAL-CS FOGGER,NON-COMPLIANT,YES,DISORDERLY CONDUCT,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-05-30T21:00:00Z,16581,2020-05-30,21:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"100 N ALABAMA STREET, INDIANAPOLIS, IN",ERG INCIDENT,NO,NO,YES,NO,7976,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Sat,21,2,2020,-86.1526097,39.768394
44318,1654,PHYSICAL-TAKE DOWN,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,BLACK,999999,25,2020-01-17T12:00:00Z,16665,2020-01-17,12:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,HUMAN TRAFFICKING/VICE,VICE UNIT,"7050 E 21ST STREET, INDIANAPOLIS, IN",ARREST,YES,YES,YES,NO,7809,WHITE,MINOR BLEEDING,999999,COMPLAINT OF PAIN,Fri,12,1,2020,-86.043651,39.797247
