OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
1056,8367,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2015-03-17,2015,3,17,17:00:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3922,WHITE,FEMALE,35,3060,WHITE,MALE,29,5,15-655,2015-03-17T21:00:00Z
1057,8417,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2015-05-12,2015,5,12,07:50:00:000,7,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3959,UNREPORTED,FEMALE,99999,2274,WHITE,MALE,64,39,15-656,2015-05-12T11:50:00Z
1058,8419,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2015-05-11,2015,5,11,09:10:00:000,9,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3961,UNREPORTED,MALE,99999,2520,BLACK,MALE,38,7,15-657,2015-05-11T13:10:00Z
1059,8421,CITIZEN COMPLAINT,OFF-DUTY EMPLOYMENT,CPCO (INFORMAL),2015-05-09,2015,5,9,19:15:00:000,19,RESERVES,PLATOON 1,SQUAD 1,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3964,UNREPORTED,FEMALE,99999,3077,WHITE,MALE,99999,6,15-658,2015-05-09T23:15:00Z
1060,8433,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2015-04-04,2015,4,4,15:50:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3976,BLACK,MALE,52,2546,WHITE,MALE,36,7,15-020,2015-04-04T19:50:00Z
1061,8433,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2015-04-04,2015,4,4,15:50:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,BIAS-BASED PROFILING,RACE,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3976,BLACK,MALE,52,2546,WHITE,MALE,36,7,15-020,2015-04-04T19:50:00Z
1062,8433,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2015-04-04,2015,4,4,15:50:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3976,BLACK,MALE,52,2546,WHITE,MALE,36,7,15-020,2015-04-04T19:50:00Z
1063,8528,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2015-04-06,2015,4,6,15:00:00:000,15,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT DAY TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4030,BLACK,MALE,65,308,WHITE,MALE,46,21,15-028,2015-04-06T19:00:00Z
1064,8528,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2015-04-06,2015,4,6,15:00:00:000,15,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT DAY TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,DETENTION/ARREST IN VIOLATION OF CONSTITUTIONAL RIGHTS.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4030,BLACK,MALE,65,308,WHITE,MALE,46,21,15-028,2015-04-06T19:00:00Z
1065,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1066,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1067,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1068,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1069,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1070,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1071,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1072,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1073,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-025,2015-04-12T05:30:00Z
1074,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1075,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1076,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1077,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1078,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1079,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1080,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1081,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1082,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-026,2015-04-12T05:30:00Z
1083,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1084,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1085,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4005,BLACK,FEMALE,32,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1086,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1087,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1088,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3789,BLACK,FEMALE,99999,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1089,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1090,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1091,8474,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-12,2015,4,12,01:30:00:000,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE TACT FOOT AND BICYCLE,UNREPORTED,DETENTION/ARREST,NO PC/SUSPICION FOR ARREST/DETENTION,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,3987,BLACK,MALE,24,2160,WHITE,MALE,42,16,15-646,2015-04-12T05:30:00Z
1092,8621,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2014-03-06,2014,3,6,09:00:00:000,9,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,UNREPORTED,SUPV. RESPONSIBILITIES,FAILURE TO PERFORM SUPERVISORY RESPONSIBILITY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4114,WHITE,MALE,99999,2292,WHITE,MALE,60,38,15-667,2014-03-06T14:00:00Z
1093,8622,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2012-07-23,2012,7,23,15:00:00:000,15,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,CHILD ABUSE UNIT,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4114,WHITE,MALE,99999,879,WHITE,MALE,50,26,15-668,2012-07-23T19:00:00Z
1094,8827,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-04-22,2015,4,22,17:15:00:000,17,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4249,BLACK,FEMALE,34,1498,WHITE,MALE,36,12,15-050,2015-04-22T21:15:00Z
1095,8827,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-04-22,2015,4,22,17:15:00:000,17,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,BIAS-BASED PROFILING,RACE,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4249,BLACK,FEMALE,34,1498,WHITE,MALE,36,12,15-050,2015-04-22T21:15:00Z
1096,8836,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-06,2015,4,6,23:11:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4255,WHITE,MALE,31,587,WHITE,MALE,45,18,15-029,2015-04-07T03:11:00Z
1097,8836,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-06,2015,4,6,23:11:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,UNREPORTED,USE OF FORCE,UNREASONABLE FORCE (OTHER),NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4255,WHITE,MALE,31,587,WHITE,MALE,45,18,15-029,2015-04-07T03:11:00Z
1098,8836,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-04-06,2015,4,6,23:11:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4255,WHITE,MALE,31,587,WHITE,MALE,45,18,15-029,2015-04-07T03:11:00Z
1099,8522,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-05-09,2015,5,9,23:37:00:000,23,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4024,HISPANIC,FEMALE,20,1456,WHITE,FEMALE,49,14,15-027,2015-05-10T03:37:00Z
1100,8522,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-05-09,2015,5,9,23:37:00:000,23,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,BIAS-BASED PROFILING,NATIONAL ORIGIN,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4024,HISPANIC,FEMALE,20,1456,WHITE,FEMALE,49,14,15-027,2015-05-10T03:37:00Z
1101,9038,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-05-29,2015,5,29,22:36:00:000,22,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4368,WHITE,MALE,45,1253,WHITE,MALE,42,17,15-034,2015-05-30T02:36:00Z
1102,9039,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2015-06-15,2015,6,15,18:19:00:000,18,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4371,BLACK,FEMALE,27,2182,WHITE,MALE,48,13,15-036,2015-06-15T22:19:00Z
1103,9047,CITIZEN COMPLAINT,INVESTIGATION,CPCO (FORMAL),2015-06-16,2015,6,16,16:00:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,UNREPORTED,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4389,BLACK,FEMALE,60,2530,WHITE,MALE,35,7,15-037,2015-06-16T20:00:00Z
1104,9060,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2015-06-19,2015,6,19,11:30:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4403,BLACK,MALE,26,2678,WHITE,MALE,46,20,15-038,2015-06-19T15:30:00Z
1105,9060,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2015-06-19,2015,6,19,11:30:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,SEARCH/SEIZURE,IMPROPER WARANTLESS SEARCH,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4403,BLACK,MALE,26,2678,WHITE,MALE,46,20,15-038,2015-06-19T15:30:00Z
1106,9060,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2015-06-19,2015,6,19,11:30:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,SEARCH/SEIZURE,IMPROPER WARANTLESS SEARCH,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,4403,BLACK,MALE,26,2678,WHITE,MALE,46,20,15-038,2015-06-19T15:30:00Z
1107,9148,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-06-22,2015,6,22,23:33:00:000,23,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4452,WHITE,MALE,61,1146,BLACK,MALE,64,39,15-039,2015-06-23T03:33:00Z
1108,8902,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-06-08,2015,6,8,18:22:00:000,18,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4290,WHITE,MALE,25,2256,WHITE,MALE,35,13,15-031,2015-06-08T22:22:00Z
1109,8903,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2015-06-14,2015,6,14,14:20:00:000,14,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,4290,WHITE,MALE,25,2943,WHITE,MALE,35,5,15-032,2015-06-14T18:20:00Z
1110,9181,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-06-17,2015,6,17,03:00:00:000,3,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,10TH RECRUIT CLASS,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4487,BLACK,FEMALE,34,3254,WHITE,MALE,27,1,15-041,2015-06-17T07:00:00Z
1111,9181,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-06-17,2015,6,17,03:00:00:000,3,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,10TH RECRUIT CLASS,SEARCH/SEIZURE,FAILURE TO HAVE PRISONER SEARCHED BY OFFICER OF THE OPPOSITE SEX,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4487,BLACK,FEMALE,34,3254,WHITE,MALE,27,1,15-041,2015-06-17T07:00:00Z
1112,9181,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2015-06-17,2015,6,17,03:00:00:000,3,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,10TH RECRUIT CLASS,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,4487,BLACK,FEMALE,34,3254,WHITE,MALE,27,1,15-041,2015-06-17T07:00:00Z
